,NDC,Manufacturer,Product,Product Launch Date,Estimated LOE Date,Major Class,Acute/Chronic,Prod Form,Pack Size,Pack Quantity,Date,Year,Month,TRx,Previous_TRx,TRx_cumulative,WAC,Pct_change,Changed
46206,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2019_09,2019,9,7,4.0,178.0,1.8840000000000001,0.0,0
46207,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2019_10,2019,10,1,7.0,179.0,1.8840000000000001,0.0,0
46208,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2019_11,2019,11,4,1.0,183.0,1.8840000000000001,0.0,0
46209,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2019_12,2019,12,1,4.0,184.0,1.8840000000000001,0.0,0
46210,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_01,2020,1,3,1.0,3.0,1.8840000000000001,0.0,0
46211,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_02,2020,2,3,3.0,6.0,1.8840000000000001,0.0,0
46212,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_03,2020,3,0,3.0,6.0,1.8840000000000001,0.0,0
46213,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_04,2020,4,0,0.0,6.0,1.8840000000000001,0.0,0
46214,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_05,2020,5,5,0.0,11.0,1.8840000000000001,0.0,0
46215,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_06,2020,6,1,5.0,12.0,1.8840000000000001,0.0,0
46216,37663104,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,AVC 10/1973 M+S,10/1/1973 0:00,Unspecified,GENITO-URINARY ANTIBACTERIALS & ANTISEPTICS & ANTI,ACUTE,VAGINALS,1,120.0,2020_07,2020,7,2,1.0,14.0,1.8840000000000001,0.0,0
46217,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2014_08,2014,8,0,,0.0,0.00982,,0
46218,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2014_09,2014,9,277,0.0,277.0,0.00982,0.0,0
46219,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2014_10,2014,10,740,277.0,1017.0,0.00982,0.0,0
46220,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2014_11,2014,11,750,740.0,1767.0,0.00982,0.0,0
46221,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2014_12,2014,12,854,750.0,2621.0,0.00982,0.0,0
46222,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_01,2015,1,934,854.0,934.0,0.01179,0.20061099796334012,1
46223,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_02,2015,2,879,934.0,1813.0,0.01179,0.0,0
46224,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_03,2015,3,1061,879.0,2874.0,0.01179,0.0,0
46225,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_04,2015,4,965,1061.0,3839.0,0.01179,0.0,0
46226,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_05,2015,5,873,965.0,4712.0,0.01179,0.0,0
46227,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_06,2015,6,860,873.0,5572.0,0.01179,0.0,0
46228,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_07,2015,7,872,860.0,6444.0,0.01179,0.0,0
46229,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_08,2015,8,838,872.0,7282.0,0.01179,0.0,0
46230,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_09,2015,9,878,838.0,8160.0,0.01179,0.0,0
46231,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_10,2015,10,1011,878.0,9171.0,0.01179,0.0,0
46232,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_11,2015,11,971,1011.0,10142.0,0.01179,0.0,0
46233,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2015_12,2015,12,957,971.0,11099.0,0.01179,0.0,0
46234,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_01,2016,1,975,957.0,975.0,0.0132,0.11959287531806614,1
46235,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_02,2016,2,1074,975.0,2049.0,0.0132,0.0,0
46236,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_03,2016,3,1208,1074.0,3257.0,0.0132,0.0,0
46237,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_04,2016,4,1092,1208.0,4349.0,0.0132,0.0,0
46238,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_05,2016,5,971,1092.0,5320.0,0.0132,0.0,0
46239,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_06,2016,6,996,971.0,6316.0,0.0132,0.0,0
46240,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_07,2016,7,889,996.0,7205.0,0.0132,0.0,0
46241,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_08,2016,8,1057,889.0,8262.0,0.0132,0.0,0
46242,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_09,2016,9,991,1057.0,9253.0,0.0132,0.0,0
46243,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_10,2016,10,908,991.0,10161.0,0.0132,0.0,0
46244,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_11,2016,11,1033,908.0,11194.0,0.0132,0.0,0
46245,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2016_12,2016,12,932,1033.0,12126.0,0.0132,0.0,0
46246,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_01,2017,1,811,932.0,811.0,0.0132,0.0,0
46247,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_02,2017,2,826,811.0,1637.0,0.0132,0.0,0
46248,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_03,2017,3,884,826.0,2521.0,0.0132,0.0,0
46249,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_04,2017,4,661,884.0,3182.0,0.0132,0.0,0
46250,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_05,2017,5,593,661.0,3775.0,0.0132,0.0,0
46251,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_06,2017,6,556,593.0,4331.0,0.0132,0.0,0
46252,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_07,2017,7,533,556.0,4864.0,0.0132,0.0,0
46253,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_08,2017,8,500,533.0,5364.0,0.0132,0.0,0
46254,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_09,2017,9,424,500.0,5788.0,0.0132,0.0,0
46255,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_10,2017,10,491,424.0,6279.0,0.0132,0.0,0
46256,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_11,2017,11,497,491.0,6776.0,0.0132,0.0,0
46257,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2017_12,2017,12,410,497.0,7186.0,0.0132,0.0,0
46258,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_01,2018,1,405,410.0,405.0,0.01436,0.08787878787878789,1
46259,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_02,2018,2,430,405.0,835.0,0.01436,0.0,0
46260,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_03,2018,3,433,430.0,1268.0,0.01436,0.0,0
46261,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_04,2018,4,359,433.0,1627.0,0.01436,0.0,0
46262,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_05,2018,5,323,359.0,1950.0,0.01436,0.0,0
46263,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_06,2018,6,297,323.0,2247.0,0.01436,0.0,0
46264,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_07,2018,7,277,297.0,2524.0,0.01436,0.0,0
46265,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_08,2018,8,164,277.0,2688.0,0.01436,0.0,0
46266,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_09,2018,9,75,164.0,2763.0,0.01436,0.0,0
46267,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_10,2018,10,69,75.0,2832.0,0.01436,0.0,0
46268,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_11,2018,11,52,69.0,2884.0,0.01436,0.0,0
46269,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2018_12,2018,12,94,52.0,2978.0,0.01436,0.0,0
46270,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_01,2019,1,98,94.0,98.0,0.01436,0.0,0
46271,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_02,2019,2,103,98.0,201.0,0.01436,0.0,0
46272,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_03,2019,3,168,103.0,369.0,0.01436,0.0,0
46273,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_04,2019,4,99,168.0,468.0,0.01436,0.0,0
46274,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_05,2019,5,52,99.0,520.0,0.01436,0.0,0
46275,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_06,2019,6,68,52.0,588.0,0.01436,0.0,0
46276,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_07,2019,7,129,68.0,717.0,0.01436,0.0,0
46277,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_08,2019,8,284,129.0,1001.0,0.01436,0.0,0
46278,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_09,2019,9,265,284.0,1266.0,0.01436,0.0,0
46279,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_10,2019,10,241,265.0,1507.0,0.01436,0.0,0
46280,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_11,2019,11,245,241.0,1752.0,0.01436,0.0,0
46281,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2019_12,2019,12,241,245.0,1993.0,0.01436,0.0,0
46282,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_01,2020,1,314,241.0,314.0,0.01436,0.0,0
46283,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_02,2020,2,502,314.0,816.0,0.01436,0.0,0
46284,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_03,2020,3,168,502.0,984.0,0.01436,0.0,0
46285,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_04,2020,4,30,168.0,1014.0,0.01436,0.0,0
46286,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_05,2020,5,71,30.0,1085.0,0.01436,0.0,0
46287,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_06,2020,6,74,71.0,1159.0,0.01436,0.0,0
46288,37682004,Meda Pharmaceuticals Inc. a division Mylan Specialty L.P.,COLYTE W/ FLAV PACK 04/1999 M+S,4/1/1999 0:00,Unspecified,GI PRODUCTS,ACUTE,ORALS,1,4000.0,2020_07,2020,7,45,74.0,1204.0,0.01436,0.0,0
56959,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_03,2018,3,45,,45.0,473.86067,,0
56960,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_04,2018,4,75,45.0,120.0,473.86067,0.0,0
56961,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_05,2018,5,87,75.0,207.0,473.86067,0.0,0
56962,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_06,2018,6,114,87.0,321.0,473.86067,0.0,0
56963,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_07,2018,7,122,114.0,443.0,473.86067,0.0,0
56964,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_08,2018,8,150,122.0,593.0,473.86067,0.0,0
56965,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_09,2018,9,144,150.0,737.0,473.86067,0.0,0
56966,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_10,2018,10,192,144.0,929.0,473.86067,0.0,0
56967,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_11,2018,11,201,192.0,1130.0,473.86067,0.0,0
56968,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2018_12,2018,12,217,201.0,1347.0,473.86067,0.0,0
56969,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_01,2019,1,227,217.0,227.0,473.86067,0.0,0
56970,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_02,2019,2,216,227.0,443.0,497.55366,0.0499999082008642,1
56971,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_03,2019,3,236,216.0,679.0,497.55366,0.0,0
56972,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_04,2019,4,298,236.0,977.0,497.55366,0.0,0
56973,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_05,2019,5,300,298.0,1277.0,497.55366,0.0,0
56974,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_06,2019,6,331,300.0,1608.0,497.55366,0.0,0
56975,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_07,2019,7,389,331.0,1997.0,497.55366,0.0,0
56976,69019301,Pfizer Inc.,BOSULIF 09/2012 PFZ,9/1/2012 0:00,Apr-24,ONCOLOGICS,ACUTE,ORALS,1,30.0,2019_08,2019,8,342,389.0,2339.0,497.55366,0.0,0
