NDC,cluster,Major_Class,Acute_Chronic,Prod_Form
23932105,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932110,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
23932115,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
24159601,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
24414210,3,OTHER CARDIOVASCULARS,ACUTE,ORALS
24414260,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
24540131,1,OTHER CNS,ACUTE,ORALS
24542131,1,OTHER CNS,ACUTE,ORALS
24550131,1,OTHER CNS,ACUTE,ORALS
24552131,1,OTHER CNS,ACUTE,ORALS
24582411,4,ONCOLOGICS,ACUTE,INJECTABLES
24584305,1,HEMATOPOIETIC GROWTH FACTORS,ACUTE,INJECTABLES
24585090,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585130,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585230,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585290,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585630,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24586201,2,HEMATOPOIETIC GROWTH FACTORS,CHRONIC,INJECTABLES
25006131,1,GI PRODUCTS,ACUTE,ORALS
25016608,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
25100131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25101131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25102131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25103131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25104131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25138131,1,PAIN,CHRONIC,ORALS
25141160,1,PAIN,CHRONIC,ORALS
25141190,1,PAIN,CHRONIC,ORALS
25142160,1,PAIN,CHRONIC,ORALS
25146131,1,ANTI-ULCERANTS,CHRONIC,ORALS
25146160,1,ANTI-ULCERANTS,CHRONIC,ORALS
25151501,1,PAIN,CHRONIC,ORALS
25152031,1,PAIN,CHRONIC,ORALS
25152034,1,PAIN,CHRONIC,ORALS
25152051,1,PAIN,CHRONIC,ORALS
25152531,1,PAIN,CHRONIC,ORALS
25152534,1,PAIN,CHRONIC,ORALS
25152551,1,PAIN,CHRONIC,ORALS
25153002,1,PAIN,CHRONIC,ORALS
25171001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25171002,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25172003,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25182131,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25182150,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25189131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25190131,4,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25194250,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25273231,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274231,2,OTHER CARDIOVASCULARS,ACUTE,ORALS
29152611,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
29152722,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
29152725,1,DERMATOLOGICS,ACUTE,DERMATOLOGICALS
32120370,3,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120601,4,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120607,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121201,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121207,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122401,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122407,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301613,3,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301628,3,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
37024330,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,OTHER SYSTEMICS
37024523,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
37043001,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37043101,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044217,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044267,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37200101,1,PAIN,ACUTE,ORALS
37225010,1,PAIN,ACUTE,ORALS
37225030,1,PAIN,ACUTE,ORALS
37682004,1,GI PRODUCTS,ACUTE,ORALS
39022110,1,ANTIDIABETICS,CHRONIC,ORALS
39022210,1,ANTIDIABETICS,CHRONIC,ORALS
39022310,1,ANTIDIABETICS,CHRONIC,ORALS
46074905,1,BLOOD COAGULATION,ACUTE,INJECTABLES
46087221,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
46106505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
46110081,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110091,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110181,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110281,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110291,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110381,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110481,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110491,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110511,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110611,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110711,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110811,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46257512,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
49001483,4,ANTIBACTERIALS,ACUTE,INJECTABLES
49011628,4,SYST ANTIFUNGALS,ACUTE,OTHER SYSTEMICS
49017001,1,ANTIDIABETICS,CHRONIC,ORALS
49017402,1,ANTIDIABETICS,CHRONIC,ORALS
49017807,1,ANTIDIABETICS,CHRONIC,ORALS
49017808,1,ANTIDIABETICS,CHRONIC,ORALS
49233045,1,PAIN,ACUTE,ORALS
49234005,1,PAIN,ACUTE,ORALS
49234045,1,PAIN,ACUTE,ORALS
49271030,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49272030,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49275066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49276066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49277066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49278066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49318030,1,SYST ANTIFUNGALS,ACUTE,ORALS
49319028,1,SYST ANTIFUNGALS,ACUTE,INJECTABLES
49342030,1,SYST ANTIFUNGALS,ACUTE,ORALS
49343030,1,SYST ANTIFUNGALS,ACUTE,ORALS
49350079,1,SYST ANTIFUNGALS,ACUTE,ORALS
49392020,4,MENTAL HEALTH,CHRONIC,INJECTABLES
49392083,1,MENTAL HEALTH,CHRONIC,INJECTABLES
49396060,1,MENTAL HEALTH,CHRONIC,ORALS
49398060,1,MENTAL HEALTH,CHRONIC,ORALS
49399060,1,MENTAL HEALTH,CHRONIC,ORALS
49411066,1,ANTIDIABETICS,CHRONIC,ORALS
49412066,1,ANTIDIABETICS,CHRONIC,ORALS
49490030,1,MENTAL HEALTH,CHRONIC,ORALS
49490041,2,MENTAL HEALTH,CHRONIC,ORALS
49491030,1,MENTAL HEALTH,CHRONIC,ORALS
49491041,4,MENTAL HEALTH,CHRONIC,ORALS
49496030,1,MENTAL HEALTH,CHRONIC,ORALS
52010530,1,MENTAL HEALTH,CHRONIC,ORALS
52010630,1,MENTAL HEALTH,CHRONIC,ORALS
52010730,1,MENTAL HEALTH,CHRONIC,ORALS
52010830,1,MENTAL HEALTH,CHRONIC,ORALS
52011030,1,MENTAL HEALTH,CHRONIC,ORALS
52027301,2,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,VAGINALS
52027303,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,VAGINALS
52030151,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
52031301,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52031601,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52032601,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52060202,1,J07D6 TUBERCULOSIS VACCINES,ACUTE,UROLOGICALS
52433001,3,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INSERTS/IMPLANTS
56016870,1,ANTICOAGULANTS,CHRONIC,ORALS
56016875,2,ANTICOAGULANTS,CHRONIC,ORALS
56016970,1,ANTICOAGULANTS,CHRONIC,ORALS
56016975,1,ANTICOAGULANTS,CHRONIC,ORALS
56016990,1,ANTICOAGULANTS,CHRONIC,ORALS
56017070,1,ANTICOAGULANTS,CHRONIC,ORALS
56017075,1,ANTICOAGULANTS,CHRONIC,ORALS
56017090,1,ANTICOAGULANTS,CHRONIC,ORALS
56017270,1,ANTICOAGULANTS,CHRONIC,ORALS
56017275,2,ANTICOAGULANTS,CHRONIC,ORALS
56017290,1,ANTICOAGULANTS,CHRONIC,ORALS
56017370,1,ANTICOAGULANTS,CHRONIC,ORALS
56017375,1,ANTICOAGULANTS,CHRONIC,ORALS
56017470,1,ANTICOAGULANTS,CHRONIC,ORALS
56017475,1,ANTICOAGULANTS,CHRONIC,ORALS
56017670,1,ANTICOAGULANTS,CHRONIC,ORALS
56017675,1,ANTICOAGULANTS,CHRONIC,ORALS
56017690,1,ANTICOAGULANTS,CHRONIC,ORALS
56018870,1,ANTICOAGULANTS,CHRONIC,ORALS
56018875,1,ANTICOAGULANTS,CHRONIC,ORALS
56018970,1,ANTICOAGULANTS,CHRONIC,ORALS
56018975,1,ANTICOAGULANTS,CHRONIC,ORALS
56047030,1,HIV ANTIVIRALS,CHRONIC,ORALS
56047492,1,HIV ANTIVIRALS,CHRONIC,ORALS
56051030,1,HIV ANTIVIRALS,CHRONIC,ORALS
65000203,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65024610,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65024615,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65026005,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65026025,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65027105,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65027225,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65027510,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65027515,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65033230,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,NASAL
65034510,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65039515,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039602,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039605,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039702,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039705,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65064515,4,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65066010,4,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65175007,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65175014,2,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65414727,3,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65853110,1,EAR TREATMENTS&EYE-EAR COMBOS,ACUTE,OTICS
65924007,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
68059701,2,ANTITUBERCULARS,CHRONIC,INJECTABLES
69012201,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
69013501,3,ONCOLOGICS,ACUTE,ORALS
69013601,3,ONCOLOGICS,ACUTE,ORALS
69014501,4,ONCOLOGICS,ACUTE,ORALS
69015111,4,ONCOLOGICS,ACUTE,ORALS
69024230,1,URINARY INCONTINENCE,CHRONIC,ORALS
69024430,1,URINARY INCONTINENCE,CHRONIC,ORALS
69046856,3,OTHER CNS,CHRONIC,ORALS
69046956,3,OTHER CNS,CHRONIC,ORALS
69055038,1,ONCOLOGICS,ACUTE,ORALS
69077038,1,ONCOLOGICS,ACUTE,ORALS
69083038,4,ONCOLOGICS,ACUTE,ORALS
69095050,1,ANTIBACTERIALS,ACUTE,ORALS
69097193,1,ANTIBACTERIALS,ACUTE,ORALS
69098038,1,ONCOLOGICS,ACUTE,ORALS
69100101,2,IMMUNOLOGY,ACUTE,ORALS
69152068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153041,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153072,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69154041,2,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69154068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69215030,1,LIPID REGULATORS,ACUTE,ORALS
69216030,1,LIPID REGULATORS,ACUTE,ORALS
69217030,1,LIPID REGULATORS,ACUTE,ORALS
69218030,1,LIPID REGULATORS,ACUTE,ORALS
69219030,1,LIPID REGULATORS,ACUTE,ORALS
69225030,1,LIPID REGULATORS,ACUTE,ORALS
69226030,1,LIPID REGULATORS,ACUTE,ORALS
69227030,1,LIPID REGULATORS,ACUTE,ORALS
69260066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69265066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69265072,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69266066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69266072,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69267066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69305175,1,ANTIBACTERIALS,ACUTE,ORALS
69306030,1,ANTIBACTERIALS,ACUTE,ORALS
69306075,1,ANTIBACTERIALS,ACUTE,ORALS
69306086,1,ANTIBACTERIALS,ACUTE,ORALS
69307030,1,ANTIBACTERIALS,ACUTE,ORALS
69307075,1,ANTIBACTERIALS,ACUTE,ORALS
69312019,1,ANTIBACTERIALS,ACUTE,ORALS
69313019,1,ANTIBACTERIALS,ACUTE,ORALS
69314019,1,ANTIBACTERIALS,ACUTE,ORALS
69323066,1,PAIN,CHRONIC,ORALS
69419068,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69420030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69421030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69421066,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69422030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69422066,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69431071,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
69437071,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
69541066,1,OTHER CNS,CHRONIC,ORALS
69542066,1,OTHER CNS,CHRONIC,ORALS
69580060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69581060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69582060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69814020,1,ONCOLOGICS,ACUTE,ORALS
69814120,1,ONCOLOGICS,ACUTE,ORALS
71000724,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71000740,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71015523,1,LIPID REGULATORS,CHRONIC,ORALS
71015540,1,LIPID REGULATORS,CHRONIC,ORALS
71015623,1,LIPID REGULATORS,CHRONIC,ORALS
71015640,1,LIPID REGULATORS,CHRONIC,ORALS
71015723,1,LIPID REGULATORS,CHRONIC,ORALS
71015740,1,LIPID REGULATORS,CHRONIC,ORALS
71015773,1,LIPID REGULATORS,CHRONIC,ORALS
71015823,1,LIPID REGULATORS,CHRONIC,ORALS
71015873,1,LIPID REGULATORS,CHRONIC,ORALS
71022023,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71023724,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71035060,1,MENTAL HEALTH,CHRONIC,ORALS
71036924,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71036932,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71036940,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71040124,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71051324,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71052524,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71052723,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71053023,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71053223,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71053523,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71073720,1,LIPID REGULATORS,CHRONIC,ORALS
71080324,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71080524,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71080624,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101268,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101341,2,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101368,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101441,2,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101468,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101541,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101568,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101641,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101668,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101768,2,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101868,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101968,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71102001,4,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71201223,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71221420,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71241823,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71374066,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74052260,1,HIV ANTIVIRALS,CHRONIC,ORALS
74105205,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,OTHER SYSTEMICS
74105305,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,OTHER SYSTEMICS
74165801,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,INJECTABLES
74194063,1,HIV ANTIVIRALS,CHRONIC,ORALS
74210803,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74228203,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74244003,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74328713,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74328913,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74329013,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74333330,1,HIV ANTIVIRALS,CHRONIC,ORALS
74334603,3,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74347303,3,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74364103,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74364203,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74366303,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74368303,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74372790,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74377903,3,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
74379902,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74382611,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74382613,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74395646,1,HIV ANTIVIRALS,CHRONIC,ORALS
74431730,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74433902,2,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74433906,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74433907,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74434119,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74434190,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455211,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455219,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455290,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518211,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518219,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518290,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74611413,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621213,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621413,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621453,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621513,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621553,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74659419,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74659490,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662411,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662419,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662490,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74663330,1,HIV ANTIVIRALS,CHRONIC,ORALS
74679922,1,HIV ANTIVIRALS,CHRONIC,ORALS
74706811,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706819,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706890,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706911,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706919,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706990,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74707019,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74707090,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74712611,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74712613,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74712653,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74714811,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714819,2,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714890,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714919,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714990,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74929619,4,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74929690,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74937402,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74969403,3,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
75062040,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062160,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062280,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062300,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062430,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062603,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75291201,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75291501,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75801310,2,ANTICOAGULANTS,ACUTE,INJECTABLES
75801410,4,ANTICOAGULANTS,ACUTE,INJECTABLES
78010901,1,IMMUNOSUPPRESSANTS,ACUTE,INJECTABLES
78011022,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78017915,1,SYST ANTIFUNGALS,ACUTE,ORALS
78018001,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
78018101,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
78024015,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
