NDC,cluster,Major_Class,Acute_Chronic,Prod_Form
24576105,1,ANTIDIABETICS,CHRONIC,INJECTABLES
24582411,1,ONCOLOGICS,ACUTE,INJECTABLES
24585090,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585130,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585230,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585530,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24585630,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
24586201,1,HEMATOPOIETIC GROWTH FACTORS,CHRONIC,INJECTABLES
24586903,1,ANTIDIABETICS,CHRONIC,INJECTABLES
24590102,1,LIPID REGULATORS,CHRONIC,INJECTABLES
24590202,1,LIPID REGULATORS,CHRONIC,INJECTABLES
24590801,1,IMMUNOLOGY,CHRONIC,INJECTABLES
24591001,1,IMMUNOLOGY,CHRONIC,INJECTABLES
24591401,1,IMMUNOLOGY,CHRONIC,INJECTABLES
25006131,1,GI PRODUCTS,ACUTE,ORALS
25016608,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
25100131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25101131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25102131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25103131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25104131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25141160,1,PAIN,CHRONIC,ORALS
25142160,1,PAIN,CHRONIC,ORALS
25151501,1,PAIN,CHRONIC,ORALS
25152031,1,PAIN,CHRONIC,ORALS
25152531,1,PAIN,CHRONIC,ORALS
25152534,1,PAIN,CHRONIC,ORALS
25152551,1,PAIN,CHRONIC,ORALS
25153002,1,PAIN,CHRONIC,ORALS
25171001,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25172003,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25182150,1,"ANTI-PARASITICS, ANTIMALARIALS, INSECTICIDES",ACUTE,ORALS
25189131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25190131,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
25273231,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
25274231,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
32120370,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120601,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32120607,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121201,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32121207,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122401,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32122407,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301613,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
32301628,1,ANTI-INFLAMMATORY AND DIGESTIVE ENZYMES AND MODULA,CHRONIC,ORALS
37006605,1,GI PRODUCTS,CHRONIC,OTHER SYSTEMICS
37024523,1,"NASAL PREPS, TOPICAL",CHRONIC,NASAL
37043001,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37043101,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044217,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37044267,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
37067896,1,ALL OTHER THERAPEUTICS,ACUTE,ORALS
37200101,1,PAIN,ACUTE,ORALS
37686010,1,GI PRODUCTS,CHRONIC,ORALS
39022110,1,ANTIDIABETICS,CHRONIC,ORALS
39022210,1,ANTIDIABETICS,CHRONIC,ORALS
39022310,1,ANTIDIABETICS,CHRONIC,ORALS
46074905,1,BLOOD COAGULATION,ACUTE,INJECTABLES
46087221,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,VAGINALS
46106505,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
46110081,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110091,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110181,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110281,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110291,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110381,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110481,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110491,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110511,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110611,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110711,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46110811,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
46257512,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",CHRONIC,ORALS
49001483,1,ANTIBACTERIALS,ACUTE,INJECTABLES
49011628,1,SYST ANTIFUNGALS,ACUTE,OTHER SYSTEMICS
49017001,1,ANTIDIABETICS,CHRONIC,ORALS
49017402,1,ANTIDIABETICS,CHRONIC,ORALS
49017807,1,ANTIDIABETICS,CHRONIC,ORALS
49233045,1,PAIN,ACUTE,ORALS
49234005,1,PAIN,ACUTE,ORALS
49234045,1,PAIN,ACUTE,ORALS
49271030,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49272030,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49276066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49277066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49278066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",ACUTE,ORALS
49319028,1,SYST ANTIFUNGALS,ACUTE,INJECTABLES
49342030,1,SYST ANTIFUNGALS,ACUTE,ORALS
49343030,1,SYST ANTIFUNGALS,ACUTE,ORALS
49350079,1,SYST ANTIFUNGALS,ACUTE,ORALS
49392083,1,MENTAL HEALTH,CHRONIC,INJECTABLES
49411066,1,ANTIDIABETICS,CHRONIC,ORALS
49412066,1,ANTIDIABETICS,CHRONIC,ORALS
49490030,1,MENTAL HEALTH,CHRONIC,ORALS
49490041,1,MENTAL HEALTH,CHRONIC,ORALS
49491030,1,MENTAL HEALTH,CHRONIC,ORALS
49491041,1,MENTAL HEALTH,CHRONIC,ORALS
49496030,1,MENTAL HEALTH,CHRONIC,ORALS
52010530,1,MENTAL HEALTH,CHRONIC,ORALS
52010630,1,MENTAL HEALTH,CHRONIC,ORALS
52010730,1,MENTAL HEALTH,CHRONIC,ORALS
52010830,1,MENTAL HEALTH,CHRONIC,ORALS
52011030,1,MENTAL HEALTH,CHRONIC,ORALS
52027301,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,VAGINALS
52027303,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,VAGINALS
52030151,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
52031301,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52031601,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52032601,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,INJECTABLES
52060202,1,J07D6 TUBERCULOSIS VACCINES,ACUTE,UROLOGICALS
52433001,1,"HORMONAL CONTRACEPTION, SYSTEMIC&TOPICAL",ACUTE,INSERTS/IMPLANTS
56016870,1,ANTICOAGULANTS,CHRONIC,ORALS
56016875,1,ANTICOAGULANTS,CHRONIC,ORALS
56016970,1,ANTICOAGULANTS,CHRONIC,ORALS
56016975,1,ANTICOAGULANTS,CHRONIC,ORALS
56017070,1,ANTICOAGULANTS,CHRONIC,ORALS
56017075,1,ANTICOAGULANTS,CHRONIC,ORALS
56017270,1,ANTICOAGULANTS,CHRONIC,ORALS
56017275,1,ANTICOAGULANTS,CHRONIC,ORALS
56017370,1,ANTICOAGULANTS,CHRONIC,ORALS
56017375,1,ANTICOAGULANTS,CHRONIC,ORALS
56017470,1,ANTICOAGULANTS,CHRONIC,ORALS
56017475,1,ANTICOAGULANTS,CHRONIC,ORALS
56017601,1,ANTICOAGULANTS,CHRONIC,ORALS
56017670,1,ANTICOAGULANTS,CHRONIC,ORALS
56017675,1,ANTICOAGULANTS,CHRONIC,ORALS
56018870,1,ANTICOAGULANTS,CHRONIC,ORALS
56018875,1,ANTICOAGULANTS,CHRONIC,ORALS
56018970,1,ANTICOAGULANTS,CHRONIC,ORALS
56018975,1,ANTICOAGULANTS,CHRONIC,ORALS
56047492,1,HIV ANTIVIRALS,CHRONIC,ORALS
56051030,1,HIV ANTIVIRALS,CHRONIC,ORALS
65000203,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65024610,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65024615,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65026005,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65026025,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65027510,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65027515,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65033230,1,"ALLERGY, SYSTEMIC & NASAL",ACUTE,NASAL
65034510,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65039515,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039602,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039605,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039702,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65039705,1,"OPHTHALMOLOGY, GENERAL",CHRONIC,OPHTHALMICS
65064515,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65066010,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65175007,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65175014,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
65414727,1,MIOTICS+ANTIGLAUCOMA PREPS,CHRONIC,OPHTHALMICS
65853110,1,EAR TREATMENTS&EYE-EAR COMBOS,ACUTE,OTICS
65924007,1,"OPHTHALMOLOGY, GENERAL",ACUTE,OPHTHALMICS
68050860,1,ANTITUBERCULARS,CHRONIC,ORALS
68050960,1,ANTITUBERCULARS,CHRONIC,ORALS
69012201,1,"COUGH COLD, INCL FLU ANTIVIRALS",ACUTE,ORALS
69013501,1,ONCOLOGICS,ACUTE,ORALS
69013601,1,ONCOLOGICS,ACUTE,ORALS
69014501,1,ONCOLOGICS,ACUTE,ORALS
69015111,1,ONCOLOGICS,ACUTE,ORALS
69018721,1,ONCOLOGICS,ACUTE,ORALS
69018821,1,ONCOLOGICS,ACUTE,ORALS
69018921,1,ONCOLOGICS,ACUTE,ORALS
69019502,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69019602,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69020602,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69021702,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69022002,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69022302,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69022802,1,ANTICOAGULANTS,ACUTE,INJECTABLES
69024230,1,URINARY INCONTINENCE,CHRONIC,ORALS
69024430,1,URINARY INCONTINENCE,CHRONIC,ORALS
69033621,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69046856,1,OTHER CNS,CHRONIC,ORALS
69046903,1,OTHER CNS,CHRONIC,ORALS
69046956,1,OTHER CNS,CHRONIC,ORALS
69047103,1,OTHER CNS,CHRONIC,ORALS
69050130,1,IMMUNOLOGY,ACUTE,ORALS
69055038,1,ONCOLOGICS,ACUTE,ORALS
69077038,1,ONCOLOGICS,ACUTE,ORALS
69080901,1,IMMUNOLOGY,CHRONIC,INJECTABLES
69083038,1,ONCOLOGICS,ACUTE,ORALS
69095050,1,ANTIBACTERIALS,ACUTE,ORALS
69098038,1,ONCOLOGICS,ACUTE,ORALS
69100101,1,IMMUNOLOGY,ACUTE,ORALS
69152068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153041,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69153072,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69154041,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69154068,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69215030,1,LIPID REGULATORS,ACUTE,ORALS
69216030,1,LIPID REGULATORS,ACUTE,ORALS
69218030,1,LIPID REGULATORS,ACUTE,ORALS
69225030,1,LIPID REGULATORS,ACUTE,ORALS
69260066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69265066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69266066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69267066,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
69305175,1,ANTIBACTERIALS,ACUTE,ORALS
69306030,1,ANTIBACTERIALS,ACUTE,ORALS
69306075,1,ANTIBACTERIALS,ACUTE,ORALS
69307030,1,ANTIBACTERIALS,ACUTE,ORALS
69307075,1,ANTIBACTERIALS,ACUTE,ORALS
69311019,1,ANTIBACTERIALS,ACUTE,ORALS
69312019,1,ANTIBACTERIALS,ACUTE,ORALS
69314019,1,ANTIBACTERIALS,ACUTE,ORALS
69323066,1,PAIN,CHRONIC,ORALS
69419068,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69420030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69421030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69421033,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69421066,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69422030,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69422033,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69422066,1,ERECTILE DYSFUNCTION,CHRONIC,ORALS
69580060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69581060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69582060,1,OTHER CARDIOVASCULARS,ACUTE,ORALS
69814020,1,ONCOLOGICS,ACUTE,ORALS
69814120,1,ONCOLOGICS,ACUTE,ORALS
71000724,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71000740,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71015523,1,LIPID REGULATORS,CHRONIC,ORALS
71015623,1,LIPID REGULATORS,CHRONIC,ORALS
71015640,1,LIPID REGULATORS,CHRONIC,ORALS
71015723,1,LIPID REGULATORS,CHRONIC,ORALS
71015740,1,LIPID REGULATORS,CHRONIC,ORALS
71015823,1,LIPID REGULATORS,CHRONIC,ORALS
71015873,1,LIPID REGULATORS,CHRONIC,ORALS
71023724,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71035060,1,MENTAL HEALTH,CHRONIC,ORALS
71036924,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71036932,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71036940,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71040124,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71051324,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71052524,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71053223,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71053523,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
71073720,1,LIPID REGULATORS,CHRONIC,ORALS
71080324,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71080524,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71080624,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101268,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101341,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101368,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101441,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101468,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101541,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101568,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101641,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101668,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101768,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101868,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71101968,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71102001,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71221420,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
71374066,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74052260,1,HIV ANTIVIRALS,CHRONIC,ORALS
74056111,1,ONCOLOGICS,ACUTE,ORALS
74056114,1,ONCOLOGICS,ACUTE,ORALS
74056607,1,ONCOLOGICS,ACUTE,ORALS
74057622,1,ONCOLOGICS,ACUTE,ORALS
74057928,1,ONCOLOGICS,ACUTE,ORALS
74105205,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,OTHER SYSTEMICS
74105305,1,"SEX HORMONES (ANDROGENS, OESTROGENS, PROGESTOGENS,",ACUTE,OTHER SYSTEMICS
74165801,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,INJECTABLES
74194063,1,HIV ANTIVIRALS,CHRONIC,ORALS
74210803,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74228203,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74244003,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74262528,1,VIRAL HEPATITIS,ACUTE,ORALS
74316190,1,LIPID REGULATORS,CHRONIC,ORALS
74316290,1,LIPID REGULATORS,CHRONIC,ORALS
74317390,1,LIPID REGULATORS,CHRONIC,ORALS
74318990,1,LIPID REGULATORS,CHRONIC,ORALS
74328713,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74328913,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74329013,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
74333330,1,HIV ANTIVIRALS,CHRONIC,ORALS
74334603,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74347303,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74364103,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74364203,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74366303,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74368303,1,ONCOLOGICS,ACUTE,OTHER SYSTEMICS
74372719,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74372790,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74377903,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
74379902,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74382611,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74382613,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74395646,1,HIV ANTIVIRALS,CHRONIC,ORALS
74433902,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74433906,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74433907,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74434119,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74434190,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455211,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455219,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74455290,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518211,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518219,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74518290,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74611413,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621213,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621413,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621453,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621513,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74621553,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74634702,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74659419,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74659490,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662411,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662419,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74662490,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74679922,1,HIV ANTIVIRALS,CHRONIC,ORALS
74706811,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706819,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706890,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706911,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706919,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74706990,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74707019,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74707090,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74712611,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74712613,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74712653,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
74714811,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714819,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714890,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714919,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74714990,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74929619,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74929690,1,THYROID ANTI-THYROID AND IODINE PREPS,CHRONIC,ORALS
74937402,1,IMMUNOLOGY,CHRONIC,OTHER SYSTEMICS
74969403,1,HYPOTHALAMIC HORMONES,ACUTE,OTHER SYSTEMICS
75062040,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062160,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062280,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062300,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062430,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75062603,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75291201,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75291501,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75801310,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75801410,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75801610,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75801810,1,ANTICOAGULANTS,ACUTE,INJECTABLES
75802010,1,ANTICOAGULANTS,ACUTE,INJECTABLES
78011022,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78018001,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
78018101,1,HYPOTHALAMIC HORMONES,ACUTE,INJECTABLES
78024015,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78024115,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78024615,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78024661,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78024815,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78024915,1,ONCOLOGICS,CHRONIC,ORALS
78027422,1,IMMUNOSUPPRESSANTS,ACUTE,ORALS
78031434,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78031534,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78032705,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78033705,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78035205,1,ANTIDIABETICS,CHRONIC,ORALS
78035405,1,LIPID REGULATORS,CHRONIC,ORALS
78035415,1,LIPID REGULATORS,CHRONIC,ORALS
78035752,1,NERVOUS SYSTEM DISORDERS,CHRONIC,ORALS
78035834,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78035934,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78036034,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78036405,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78037005,1,ADHD,CHRONIC,ORALS
78037105,1,ADHD,CHRONIC,ORALS
78037205,1,ADHD,CHRONIC,ORALS
78037905,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
78038005,1,ADHD,CHRONIC,ORALS
78038105,1,ADHD,CHRONIC,ORALS
78038205,1,ADHD,CHRONIC,ORALS
78038334,1,"ANTIHYPERTENSIVES, PLAIN & COMBO",CHRONIC,ORALS
