,Unnamed: 0,NDC,Manufacturer,Product,Product Launch Date,Estimated LOE Date,Major Class,Acute/Chronic,Prod Form,Pack Size,Pack Quantity,Date,Year,Month,TRx,Previous_TRx,TRx_cumulative,WAC,Pct_change,Changed,total_avg_TRx,Unnamed: 21,months_since_change
861,5753,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2019-01-08,2019,8,39020,38432.0,297718,5.78533,0.0,0,23428.686569999998,,0.2
862,5754,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2019-01-09,2019,9,37685,39020.0,335403,5.78533,0.0,0,23428.686569999998,,0.23333333333333334
863,5755,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2019-01-10,2019,10,41882,37685.0,377285,5.78533,0.0,0,23428.686569999998,,0.26666666666666666
864,5756,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2019-01-11,2019,11,38793,41882.0,416078,5.78533,0.0,0,23428.686569999998,,0.3
865,5757,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2019-01-12,2019,12,41427,38793.0,457505,5.78533,0.0,0,23428.686569999998,,0.3333333333333333
866,5758,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-01,2020,1,39618,41427.0,39618,5.78533,0.0,0,23428.686569999998,,12.133333333333333
867,5759,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-02,2020,2,36766,39618.0,76384,5.959,0.030019031,1,23428.686569999998,,12.166666666666666
868,5760,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-03,2020,3,48294,36766.0,124678,5.959,0.0,0,23428.686569999998,,0.03333333333333333
869,5761,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-04,2020,4,44074,48294.0,168752,5.959,0.0,0,23428.686569999998,,0.06666666666666667
870,5762,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-05,2020,5,40823,44074.0,209575,5.959,0.0,0,23428.686569999998,,0.1
871,5763,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-06,2020,6,41192,40823.0,250767,5.959,0.0,0,23428.686569999998,,0.13333333333333333
872,5764,173087410,GlaxoSmithKline Group of Companies,ARNUITY ELLIPTA 01/2015 GSK,1/1/2015 0:00,21-Aug,RESPIRATORY AGENTS,CHRONIC,INHALANTS,1,30.0,2020-01-07,2020,7,41499,41192.0,292266,5.959,0.0,0,23428.686569999998,,0.16666666666666666
873,6774,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2014-01-09,2014,9,0,,0,4.21,,0,5123.464789,,0.0
874,6775,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2014-01-10,2014,10,0,0.0,0,4.21,0.0,0,5123.464789,,0.0
875,6776,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2014-01-11,2014,11,0,0.0,0,4.21,0.0,0,5123.464789,,0.0
876,6777,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2014-01-12,2014,12,0,0.0,0,4.21,0.0,0,5123.464789,,0.0
877,6778,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-01,2015,1,114,0.0,114,4.21,0.0,0,5123.464789,,0.0
878,6779,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-02,2015,2,270,114.0,384,4.21,0.0,0,5123.464789,,0.0
879,6780,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-03,2015,3,555,270.0,939,4.21,0.0,0,5123.464789,,0.0
880,6781,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-04,2015,4,711,555.0,1650,4.21,0.0,0,5123.464789,,0.0
881,6782,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-05,2015,5,813,711.0,2463,4.21,0.0,0,5123.464789,,0.0
882,6783,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-06,2015,6,1015,813.0,3478,4.21,0.0,0,5123.464789,,0.0
883,6784,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-07,2015,7,933,1015.0,4411,4.21,0.0,0,5123.464789,,0.0
884,6785,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-08,2015,8,1004,933.0,5415,4.21,0.0,0,5123.464789,,0.0
885,6786,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-09,2015,9,1211,1004.0,6626,4.59,0.09026128300000001,1,5123.464789,,0.0
886,6787,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-10,2015,10,1324,1211.0,7950,4.59,0.0,0,5123.464789,,0.03333333333333333
887,6788,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-11,2015,11,1381,1324.0,9331,4.59,0.0,0,5123.464789,,0.06666666666666667
888,6789,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2015-01-12,2015,12,1641,1381.0,10972,4.59,0.0,0,5123.464789,,0.1
889,6790,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-01,2016,1,1488,1641.0,1488,4.59,0.0,0,5123.464789,,11.9
890,6791,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-02,2016,2,1587,1488.0,3075,4.59,0.0,0,5123.464789,,11.933333333333334
891,6792,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-03,2016,3,1990,1587.0,5065,4.59,0.0,0,5123.464789,,11.966666666666667
892,6793,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-04,2016,4,2038,1990.0,7103,4.59,0.0,0,5123.464789,,12.0
893,6794,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-05,2016,5,2389,2038.0,9492,4.59,0.0,0,5123.464789,,12.033333333333333
894,6795,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-06,2016,6,2564,2389.0,12056,4.59,0.0,0,5123.464789,,12.066666666666666
895,6796,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-07,2016,7,2551,2564.0,14607,5.0444,0.098997821,1,5123.464789,,12.1
896,6797,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-08,2016,8,2036,2551.0,16643,5.0444,0.0,0,5123.464789,,0.03333333333333333
897,6798,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-09,2016,9,1272,2036.0,17915,5.0444,0.0,0,5123.464789,,0.06666666666666667
898,6799,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-10,2016,10,891,1272.0,18806,5.0444,0.0,0,5123.464789,,0.1
899,6800,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-11,2016,11,1934,891.0,20740,5.0444,0.0,0,5123.464789,,0.13333333333333333
900,6801,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2016-01-12,2016,12,2491,1934.0,23231,5.0444,0.0,0,5123.464789,,0.16666666666666666
901,6802,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-01,2017,1,2293,2491.0,2293,5.0444,0.0,0,5123.464789,,12.0
902,6803,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-02,2017,2,2392,2293.0,4685,5.0444,0.0,0,5123.464789,,12.033333333333333
903,6804,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-03,2017,3,3037,2392.0,7722,5.0444,0.0,0,5123.464789,,12.066666666666666
904,6805,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-04,2017,4,2940,3037.0,10662,5.0444,0.0,0,5123.464789,,12.1
905,6806,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-05,2017,5,3585,2940.0,14247,5.0444,0.0,0,5123.464789,,12.133333333333333
906,6807,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-06,2017,6,3782,3585.0,18029,5.0444,0.0,0,5123.464789,,12.166666666666666
907,6808,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-07,2017,7,3872,3782.0,21901,5.0444,0.0,0,5123.464789,,12.2
908,6809,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-08,2017,8,4179,3872.0,26080,5.35,0.060582032,1,5123.464789,,12.233333333333333
909,6810,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-09,2017,9,4354,4179.0,30434,5.35,0.0,0,5123.464789,,0.03333333333333333
910,6811,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-10,2017,10,4912,4354.0,35346,5.35,0.0,0,5123.464789,,0.06666666666666667
911,6812,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-11,2017,11,4903,4912.0,40249,5.35,0.0,0,5123.464789,,0.1
912,6813,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2017-01-12,2017,12,5673,4903.0,45922,5.35,0.0,0,5123.464789,,0.13333333333333333
913,6814,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-01,2018,1,5726,5673.0,5726,5.35,0.0,0,5123.464789,,11.933333333333334
914,6815,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-02,2018,2,5827,5726.0,11553,5.35,0.0,0,5123.464789,,11.966666666666667
915,6816,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-03,2018,3,6685,5827.0,18238,5.35,0.0,0,5123.464789,,12.0
916,6817,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-04,2018,4,7024,6685.0,25262,5.35,0.0,0,5123.464789,,12.033333333333333
917,6818,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-05,2018,5,7593,7024.0,32855,5.35,0.0,0,5123.464789,,12.066666666666666
918,6819,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-06,2018,6,7776,7593.0,40631,5.35,0.0,0,5123.464789,,12.1
919,6820,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-07,2018,7,8101,7776.0,48732,5.35,0.0,0,5123.464789,,12.133333333333333
920,6821,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-08,2018,8,9098,8101.0,57830,5.35,0.0,0,5123.464789,,12.166666666666666
921,6822,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-09,2018,9,8773,9098.0,66603,5.35,0.0,0,5123.464789,,12.2
922,6823,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-10,2018,10,10000,8773.0,76603,5.35,0.0,0,5123.464789,,12.233333333333333
923,6824,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-11,2018,11,9546,10000.0,86149,5.35,0.0,0,5123.464789,,12.266666666666667
924,6825,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2018-01-12,2018,12,10005,9546.0,96154,5.35,0.0,0,5123.464789,,12.3
925,6826,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-01,2019,1,7767,10005.0,7767,5.7,0.065420561,1,5123.464789,,24.1
926,6827,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-02,2019,2,7997,7767.0,15764,5.7,0.0,0,5123.464789,,0.03333333333333333
927,6828,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-03,2019,3,8937,7997.0,24701,5.7,0.0,0,5123.464789,,0.06666666666666667
928,6829,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-04,2019,4,9641,8937.0,34342,5.7,0.0,0,5123.464789,,0.1
929,6830,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-05,2019,5,9892,9641.0,44234,5.7,0.0,0,5123.464789,,0.13333333333333333
930,6831,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-06,2019,6,9388,9892.0,53622,5.7,0.0,0,5123.464789,,0.16666666666666666
931,6832,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-07,2019,7,10221,9388.0,63843,5.7,0.0,0,5123.464789,,0.2
932,6833,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-08,2019,8,10379,10221.0,74222,5.7,0.0,0,5123.464789,,0.23333333333333334
933,6834,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-09,2019,9,9817,10379.0,84039,5.7,0.0,0,5123.464789,,0.26666666666666666
934,6835,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-10,2019,10,10606,9817.0,94645,5.7,0.0,0,5123.464789,,0.3
935,6836,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-11,2019,11,9928,10606.0,104573,5.7,0.0,0,5123.464789,,0.3333333333333333
936,6837,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2019-01-12,2019,12,10641,9928.0,115214,5.7,0.0,0,5123.464789,,0.36666666666666664
937,6838,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-01,2020,1,10035,10641.0,10035,5.7,0.0,0,5123.464789,,12.166666666666666
938,6839,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-02,2020,2,9382,10035.0,19417,6.07,0.064912281,1,5123.464789,,12.2
939,6840,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-03,2020,3,10935,9382.0,30352,6.07,0.0,0,5123.464789,,0.03333333333333333
940,6841,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-04,2020,4,10459,10935.0,40811,6.07,0.0,0,5123.464789,,0.06666666666666667
941,6842,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-05,2020,5,10399,10459.0,51210,6.07,0.0,0,5123.464789,,0.1
942,6843,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-06,2020,6,10668,10399.0,61878,6.07,0.0,0,5123.464789,,0.13333333333333333
943,6844,59922063101,KERYX BIOPHARMA INC,AURYXIA 12/2014 KY1,12/1/2014 0:00,Unspecified,ALL OTHER THERAPEUTICS,ACUTE,ORALS,1,200.0,2020-01-07,2020,7,10395,10668.0,72273,6.07,0.0,0,5123.464789,,0.16666666666666666
944,6845,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-07,2017,7,43,,43,82.2,,0,2579.162162,,0.0
945,6846,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-08,2017,8,51,43.0,94,82.2,0.0,0,2579.162162,,0.0
946,6847,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-09,2017,9,56,51.0,150,82.2,0.0,0,2579.162162,,0.0
947,6848,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-10,2017,10,93,56.0,243,82.2,0.0,0,2579.162162,,0.0
948,6849,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-11,2017,11,128,93.0,371,82.2,0.0,0,2579.162162,,0.0
949,6850,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2017-01-12,2017,12,142,128.0,513,82.2,0.0,0,2579.162162,,0.0
950,6851,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-01,2018,1,199,142.0,199,82.2,0.0,0,2579.162162,,0.0
951,6852,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-02,2018,2,328,199.0,527,82.2,0.0,0,2579.162162,,0.0
952,6853,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-03,2018,3,701,328.0,1228,82.2,0.0,0,2579.162162,,0.0
953,6854,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-04,2018,4,1037,701.0,2265,82.2,0.0,0,2579.162162,,0.0
954,6855,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-05,2018,5,1394,1037.0,3659,82.2,0.0,0,2579.162162,,0.0
955,6856,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-06,2018,6,1681,1394.0,5340,82.2,0.0,0,2579.162162,,0.0
956,6857,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-07,2018,7,1783,1681.0,7123,86.22833,0.049006448,1,2579.162162,,0.0
957,6858,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-08,2018,8,2133,1783.0,9256,86.22833,0.0,0,2579.162162,,0.03333333333333333
958,6859,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-09,2018,9,2030,2133.0,11286,86.22833,0.0,0,2579.162162,,0.06666666666666667
959,6860,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-10,2018,10,2529,2030.0,13815,86.22833,0.0,0,2579.162162,,0.1
960,6861,68546017260,Teva Neuroscience Inc. ,AUSTEDO 06/2017 TVN,6/1/2017 0:00,31-Mar,OTHER CNS,CHRONIC,ORALS,1,60.0,2018-01-11,2018,11,2410,2529.0,16225,86.22833,0.0,0,2579.162162,,0.13333333333333333
